# Extracted from 'Clusters_X_with_names' sheet of 20220202-ALL_data_FS_and_TTA_codons_in_clusters.xlsx
cofID	ORGS	NUM_FS_GENES	NUM_COF_ORGS	NUM_FS_and_TTA_GENES	NUM_TTA_GENES	NUM_TTA_GENE_ORGS	FULL_COF_GENES	FULL_COF_ORGS	FULL_COF_GENES_GBK	COF_NAME
1007422	Bacteria	2	2	0	7	6	9	8	7	cytochrome p450;chalcone synthase
1007427	Bacteria	2	2	0	0	0	2	2	1	Unknown
1007436	Bacteria	3	3	0	4	4	7	7	4	Unknown
1007449	Bacteria	2	2	0	26	22	28	24	27	mmpl family transporter
1007455	Bacteria	2	2	0	7	7	9	9	8	lactate dehydrogenase
1007459	Bacteria	2	2	0	6	6	8	7	7	nad(p)/fad-dependent oxidoreductase
1007463	Bacteria	4	4	0	4	4	8	8	4	Unknown
1007477	Bacteria	4	4	0	2	2	6	6	2	sis domain-containing protein
1007485	Bacteria	3	3	0	8	7	11	10	8	oxidoreductase
1007488	Bacteria	5	4	0	9	7	14	11	9	sugar abc transporter substrate-binding protein
1007491	Bacteria	3	3	1	6	6	9	9	7	ABC transporter ATP-binding protein
1007495	Bacteria	4	4	0	0	0	4	4	1	Unknown
1007497	Bacteria	2	2	0	6	6	8	8	6	peptidoglycan endopeptidase
1007504	Bacteria	2	1	0	1	1	3	2	1	Unknown
1007505	Bacteria	2	1	0	1	1	3	2	1	Unknown
1007506	Bacteria	2	1	0	1	1	3	2	1	Unknown
1007511	Bacteria	2	1	1	0	0	2	1	1	Unknown
1007513	Bacteria	2	1	1	1	1	3	2	1	hypothetical protein
1007514	Bacteria	2	1	0	9	8	11	9	11	helix-turn-helix transcriptional regulator
1007516	Bacteria	2	1	0	6	6	8	7	6	mfs transporter
1007519	Bacteria	2	1	0	2	2	4	3	2	response regulator
1007527	Bacteria	2	1	2	3	2	5	2	5	KR domain-containing protein
1007529	Bacteria	2	1	0	3	3	5	4	3	hypothetical protein
1007534	Bacteria	2	2	0	3	2	5	4	3	l-seryl-trna(sec) selenium transferase
1007536	Bacteria	6	6	0	7	7	13	13	7	Unknown
1007539	Bacteria	3	3	0	4	3	7	6	4	gntr family transcriptional regulator
1007543	Bacteria	2	2	0	15	15	17	17	15	histidine kinase
1007553	Bacteria	3	3	0	3	3	6	5	3	pdz domain-containing protein
1007554	Bacteria	2	2	0	5	5	7	7	5	nad(p)/fad-dependent oxidoreductase
1007558	Bacteria	4	4	0	2	2	6	6	2	hypothetical protein
1007559	Bacteria	2	2	0	1	1	3	3	1	Unknown
1007566	Bacteria	4	4	0	2	2	6	6	2	myo-inositol-1-phosphate synthase
1007571	Bacteria	2	2	0	3	3	5	5	3	hypothetical protein
1007572	Bacteria	2	2	0	2	1	4	3	2	saccharopine dehydrogenase
1007574	Bacteria	2	2	0	3	3	5	5	3	mfs transporter
1007581	Bacteria	2	1	0	1	1	3	2	1	Unknown
1007582	Bacteria	3	3	0	14	12	17	15	16	Unknown
1007583	Bacteria	4	4	1	2	2	6	4	3	hypothetical protein
1007595	Bacteria	2	2	2	3	3	5	5	5	hypothetical protein
1007597	Bacteria	2	2	0	1	1	3	3	1	Unknown
1007609	Bacteria	2	2	0	5	5	7	7	5	maltokinase
1007614	Bacteria	4	4	0	1	1	5	5	2	Unknown
1007617	Bacteria	2	2	0	1	1	3	3	1	Unknown
1007621	Bacteria	4	4	0	6	5	10	9	6	lyse family translocator
1007625	Bacteria	2	2	0	2	2	4	4	2	helicase
1007629	Bacteria	3	3	0	11	11	14	14	11	class e sortase
1007633	Bacteria	3	3	0	2	2	5	5	2	had-iib family hydrolase
1007644	Bacteria	2	2	0	3	3	5	5	3	laci family transcriptional regulator
1007655	Bacteria	2	2	1	2	1	4	3	2	transposase
1007685	Bacteria	3	3	0	3	3	6	6	3	laci family transcriptional regulator
1007687	Bacteria	2	2	1	5	5	7	7	8	TnsA-like heteromeric transposase endonuclease subunit
1007688	Bacteria	4	4	0	2	2	6	6	2	aromatic ring-hydroxylating dioxygenase subunit alpha
1007689	Bacteria	3	3	0	1	1	4	4	1	Unknown
1007690	Bacteria	2	2	0	1	1	3	2	1	Unknown
1007691	Bacteria	4	4	0	54	34	58	37	55	XRE family transcriptional regulator
1007695	Bacteria	2	2	0	1	1	3	3	1	Unknown
1007697	Bacteria	4	4	0	2	2	6	6	2	abc transporter atp-binding protein
1007700	Bacteria	4	4	0	1	1	5	5	1	Unknown
1007701	Bacteria	2	2	0	8	7	10	9	8	mfs transporter
1007707	Bacteria	5	5	0	6	6	11	10	7	abc transporter atp-binding protein
1007731	Bacteria	3	3	0	2	2	5	5	2	Unknown
1007732	Bacteria	3	3	1	2	2	5	4	4	TIGR00645 family protein
1007744	Bacteria	4	4	0	6	6	10	10	6	Unknown
1007752	Bacteria	7	6	0	3	3	10	9	3	tn3 family transposase
1007763	Bacteria	2	2	1	8	8	10	10	12	peptidoglycan-binding protein
1007768	Bacteria	2	2	0	2	2	4	4	2	hypothetical protein
1007769	Bacteria	30	27	0	2	2	32	29	3	Unknown
1007777	Bacteria	4	4	0	4	4	8	7	4	llm class flavin-dependent oxidoreductase
1007782	Bacteria	5	5	0	3	3	8	8	3	tetr/acrr family transcriptional regulator
1007784	Bacteria	4	4	0	2	2	6	5	2	gas vesicle protein
1007785	Bacteria	2	2	0	5	5	7	7	5	kinase
1007810	Bacteria	2	2	0	7	7	9	9	8	isochorismatase
1007812	Bacteria	2	1	0	9	8	11	9	9	atpase aaa;
1007814	Bacteria	10	8	1	8	7	18	13	9	non-ribosomal peptide synthetase
1007821	Bacteria	2	2	0	2	2	4	4	2	1-phosphofructokinase family hexose kinase
1007823	Bacteria	2	2	0	2	2	4	4	2	sulfate adenylyltransferase subunit 2
1007827	Bacteria	2	1	0	9	9	11	10	9	pbs lyase
1007828	Bacteria	2	1	0	1	1	3	2	1	Unknown
1007829	Bacteria	7	7	0	1	1	8	7	1	Unknown
1007833	Bacteria	5	4	0	7	7	12	11	9	serine/threonine protein kinase
1007834	Bacteria	2	2	0	15	8	17	10	15	is630 family transposase
1007836	Bacteria	2	2	0	1	1	3	3	1	Unknown
1007841	Bacteria	2	2	0	15	13	17	15	15	Unknown
1007842	Bacteria	2	2	0	2	2	4	4	2	carnitine dehydratase
1007857	Bacteria	2	2	0	1	1	3	3	1	Unknown
1007860	Bacteria	2	2	0	10	10	12	12	10	m23 family peptidase
1007867	Bacteria	3	3	0	1	1	4	4	1	Unknown
1007869	Bacteria	2	2	2	7	6	9	7	7	IS110 family transposase
1007875	Bacteria	5	5	0	3	3	8	8	3	serine protease;peptidase s8
1007876	Bacteria	2	2	0	5	5	7	7	5	serine/threonine protein kinase
1007888	Bacteria	2	2	0	1	1	3	3	1	Unknown
1007899	Bacteria	29	27	1	18	14	47	39	19	ABC transporter ATP-binding protein
1007903	Bacteria	3	3	0	7	7	10	10	7	rna polymerase sigma-70 factor
1007914	Bacteria	2	2	0	1	1	3	3	1	Unknown
1007917	Bacteria	2	2	0	4	4	6	6	4	atp-binding protein
1007919	Bacteria	3	3	0	7	5	10	8	7	glycosyltransferase
1007944	Bacteria	5	5	0	2	2	7	7	2	d-alanyl-d-alanine carboxypeptidase
1007947	Bacteria	3	3	0	1	1	4	4	1	Unknown
1007954	Bacteria	2	2	0	3	3	5	5	3	hypothetical protein
1007961	Bacteria	2	2	0	54	48	56	50	54	atp-binding protein
1007962	Bacteria	2	2	0	9	8	11	10	10	mfs transporter
1007967	Bacteria	2	2	0	1	1	3	3	1	Unknown
1007972	Bacteria	4	4	0	1	1	5	5	1	Unknown
1007979	Bacteria	2	2	0	2	1	4	3	2	fad-dependent oxidoreductase
1007991	Bacteria	3	3	0	4	4	7	7	4	acyl-coa carboxylase subunit beta
1007995	Bacteria	7	6	1	2	2	9	8	2	cytochrome c oxidase subunit I
1008014	Bacteria	2	2	0	2	2	4	4	2	mfs transporter
1008032	Bacteria	2	1	1	5	4	7	5	5	acyl-CoA dehydrogenase
1008033	Bacteria	2	2	1	14	14	16	16	18	MFS transporter
1008037	Bacteria	4	4	0	4	4	8	8	4	serine/threonine protein kinase
1008042	Bacteria	2	2	0	1	1	3	3	1	Unknown
1008046	Bacteria	2	2	0	2	2	4	4	2	methylenetetrahydrofolate dehydrogenase
1008050	Bacteria	4	4	1	2	2	6	6	2	IS5 family transposase
1008061	Bacteria	3	3	1	2	2	5	5	3	hypothetical protein
1008063	Bacteria	4	4	0	2	2	6	6	2	phytoene desaturase
1008066	Bacteria	2	2	0	1	1	3	3	1	Unknown
1008067	Bacteria	2	2	0	1	1	3	3	1	Unknown
1008070	Bacteria	11	11	0	1	1	12	12	1	Unknown
1008071	Bacteria	2	2	0	3	3	5	5	4	helicase
1008075	Bacteria	3	2	1	1	1	4	3	1	ACP S-malonyltransferase
1008076	Bacteria	2	2	0	1	1	3	3	1	Unknown
1008079	Bacteria	2	2	0	3	3	5	5	3	fad:protein fmn transferase
1008084	Bacteria	2	2	0	1	1	3	3	1	Unknown
1008085	Bacteria	2	2	0	4	4	6	6	4	merr family transcriptional regulator
1008092	Bacteria	2	2	0	1	1	3	3	1	Unknown
1008094	Bacteria	3	3	0	1	1	4	4	1	Unknown
1008097	Bacteria	2	2	1	6	6	8	8	7	acyl-CoA synthetase
1008101	Bacteria	4	3	0	30	29	34	32	31	atpase aaa
1008108	Bacteria	2	2	0	6	6	8	8	6	squalene--hopene cyclase
1008120	Bacteria	2	2	0	5	5	7	7	5	serine hydrolase
1008136	Bacteria	2	2	0	5	5	7	7	5	xaa-pro aminopeptidase
1008138	Bacteria	5	5	0	1	1	6	6	1	atp-dependent helicase
1008143	Bacteria	2	2	0	4	4	6	6	4	sensor histidine kinase
1008151	Bacteria	2	2	0	3	3	5	5	3	degt/dnrj/eryc1/strs family aminotransferase
1008153	Bacteria	2	2	0	10	10	12	11	12	Unknown
1008154	Bacteria	2	2	0	4	4	6	6	4	duf742 domain-containing protein
1008157	Bacteria	2	2	0	1	1	3	3	1	Unknown
1008160	Bacteria	2	2	0	1	1	3	2	1	Unknown
1008165	Bacteria	2	2	0	1	1	3	3	1	Unknown
1008180	Bacteria	2	2	0	1	1	3	3	1	Unknown
1008184	Bacteria	2	2	0	7	5	9	7	7	aldo/keto reductase
1008210	Bacteria	2	2	0	14	14	16	15	14	Unknown
1008214	Bacteria	7	7	0	6	6	13	13	6	transcriptional regulator
1008218	Bacteria	4	4	0	4	4	8	8	4	chitinase
1008223	Bacteria	2	2	0	8	7	10	9	8	integrase
1008225	Bacteria	3	3	0	1	1	4	4	1	Unknown
1008226	Bacteria	2	2	0	2	2	4	4	2	histidine kinase
1008231	Bacteria	3	2	1	3	3	6	5	3	ISAzo13 family transposase
1008250	Bacteria	2	2	0	1	1	3	3	1	Unknown
1008253	Bacteria	2	2	0	1	1	3	3	1	duf4232 domain-containing protein
1008260	Bacteria	2	2	0	1	1	3	3	1	aminotransferase class v-fold plp-dependent enzyme
1008269	Bacteria	2	2	1	1	1	3	3	2	carbamoyltransferase HypF
1008287	Bacteria	2	2	0	14	14	16	16	14	Unknown
1008307	Bacteria	2	2	0	1	1	3	3	1	thaumatin pathogenesis-like protein
1008310	Bacteria	2	2	0	2	2	4	3	2	aspartate aminotransferase family protein
1008311	Bacteria	2	2	0	15	13	17	15	16	ggdef domain-containing protein
1008314	Bacteria	2	2	0	7	6	9	8	7	Unknown
1008323	Bacteria	2	2	1	9	9	11	11	10	hypothetical protein
1008327	Bacteria	3	1	0	1	1	4	2	1	Unknown
1008328	Bacteria	4	4	0	1	1	5	5	1	Unknown
1008331	Bacteria	2	1	1	21	18	23	19	23	XRE family transcriptional regulator
1008334	Bacteria	2	2	0	3	3	5	5	3	gaf domain-containing protein
1008336	Bacteria	23	13	4	26	19	49	28	28	KR domain-containing protein
1008337	Bacteria	4	4	0	1	1	5	5	1	Unknown
1008339	Bacteria	3	3	0	1	1	4	4	1	Unknown
1008348	Bacteria	3	3	0	3	3	6	6	3	lyse family translocator
1008349	Bacteria	14	14	0	3	3	17	17	3	merr family dna-binding transcriptional regulator
1008350	Bacteria	2	2	0	1	1	3	3	1	Unknown
1008357	Bacteria	2	2	0	1	1	3	3	1	Unknown
1008358	Bacteria	2	2	1	12	12	14	14	13	ThuA domain-containing protein
1008359	Bacteria	4	4	0	3	3	7	7	3	lytr family transcriptional regulator
1008363	Bacteria	5	5	0	9	9	14	13	9	degt/dnrj/eryc1/strs aminotransferase family protein
1008371	Bacteria	3	3	0	1	1	4	4	1	Unknown
1008375	Bacteria	2	2	0	2	2	4	4	2	transaldolase
1008376	Bacteria	2	2	1	2	2	4	4	2	hypothetical protein
1008377	Bacteria	3	3	0	10	10	13	13	10	Unknown
1008379	Bacteria	2	2	0	1	1	3	3	1	Unknown
1008380	Bacteria	3	3	0	7	7	10	10	7	serine/threonine protein kinase
1008391	Bacteria	2	2	0	1	1	3	3	1	Unknown
1008393	Bacteria	2	1	0	1	1	3	2	1	Unknown
1008397	Bacteria	3	3	0	4	3	7	6	4	hypothetical protein
1008398	Bacteria	2	2	0	2	2	4	4	2	hypothetical protein
1008399	Bacteria	4	4	0	7	7	11	11	7	xre family transcriptional regulator
1008400	Bacteria	2	2	1	3	3	5	5	4	dynein regulation protein LC7
1008402	Bacteria	3	3	0	1	1	4	4	1	Unknown
1008404	Bacteria	2	1	0	1	1	3	2	1	Unknown
1008405	Bacteria	2	2	1	1	1	3	2	1	hypothetical protein
1008408	Bacteria	2	2	0	13	12	15	14	13	dna-binding response regulator
1008413	Bacteria	2	2	0	6	6	8	7	6	mmpl family transporter;membrane protein
1008414	Bacteria	2	2	0	3	2	5	4	3	exonuclease sbccd subunit d
1008416	Bacteria	3	3	0	4	4	7	6	4	Unknown
1008417	Bacteria	2	2	0	4	4	6	6	4	mfs transporter
1008420	Bacteria	2	2	0	1	1	3	3	1	Unknown
1008421	Bacteria	3	3	0	13	12	16	15	14	Unknown
1008423	Bacteria	2	2	0	11	10	13	10	11	xre family transcriptional regulator
1008426	Bacteria	3	3	0	10	10	13	12	10	mfs transporter
1008427	Bacteria	2	2	0	1	1	3	3	1	Unknown
1008430	Bacteria	3	3	1	4	4	7	7	5	Zeta-toxin
1008442	Bacteria	2	2	0	1	1	3	3	1	Unknown
1008443	Bacteria	7	7	0	8	6	15	12	8	gtra family protein
1008456	Bacteria	3	3	0	2	2	5	5	2	sam-dependent methyltransferase
1008459	Bacteria	2	2	0	6	6	8	8	6	iclr family transcriptional regulator
1008460	Bacteria	2	2	0	2	2	4	4	2	allantoinase allb
1008461	Bacteria	5	5	0	1	1	6	6	1	Unknown
1008468	Bacteria	2	2	0	8	8	10	10	8	epimerase
1008473	Bacteria	2	2	0	3	3	5	5	3	sugar phosphate isomerase/epimerase
1008475	Bacteria	3	3	0	1	1	4	4	1	Unknown
1008483	Bacteria	2	2	0	1	1	3	3	1	Unknown
1008489	Bacteria	2	2	0	3	3	5	5	3	long-chain acyl-coa synthetase
1008491	Bacteria	2	2	0	1	1	3	3	1	Unknown
1008495	Bacteria	2	2	0	18	18	20	20	18	restriction endonuclease
1008499	Bacteria	2	2	0	6	6	8	8	6	serine/threonine protein kinase
1008506	Bacteria	2	2	2	0	0	2	2	2	Unknown
1008512	Bacteria	2	1	0	3	2	5	3	3	cro/cl family transcriptional regulator
1008517	Bacteria	2	1	1	8	7	10	8	8	transposase
1008537	Bacteria	3	3	0	2	2	5	5	2	4-hydroxy-tetrahydrodipicolinate synthase
1008548	Bacteria	2	2	0	3	3	5	5	3	abc transporter atp-binding protein
1008564	Bacteria	2	2	0	1	1	3	3	1	Unknown
1008571	Bacteria	17	17	0	1	1	18	18	1	cap domain-containing protein
1008572	Bacteria	3	3	0	12	11	15	14	12	m1 family peptidase
1008573	Bacteria	3	3	0	1	1	4	4	1	Unknown
1008579	Bacteria	2	2	0	2	2	4	3	2	3-oxoacyl-acp synthase
1008580	Bacteria	2	2	0	2	2	4	4	2	hypothetical protein
1008582	Bacteria	3	3	0	3	3	6	6	3	glutamate-1-semialdehyde aminotransferase
1008583	Bacteria	5	5	0	1	1	6	6	1	Unknown
1008586	Bacteria	2	2	0	7	6	9	7	7	Unknown
1008587	Bacteria	2	2	0	1	1	3	3	1	Unknown
1008594	Bacteria	2	2	0	3	3	5	5	3	16s rrna (cytosine(1402)-n(4))-methyltransferase rsmh
1008601	Bacteria	3	3	0	11	9	14	12	11	cellulose-binding protein
1008602	Bacteria	5	5	0	12	12	17	17	12	Unknown
1008606	Bacteria	6	6	0	3	3	9	9	3	Unknown
1008610	Bacteria	4	4	0	1	1	5	5	1	rna polymerase
1008611	Bacteria	3	3	0	5	5	8	8	6	had family phosphatase
1008612	Bacteria	2	2	0	1	1	3	3	1	Unknown
1008613	Bacteria	3	3	0	5	5	8	8	5	endoglucanase 1
1008614	Bacteria	2	2	0	23	18	25	20	23	endoglucanase
1008616	Bacteria	2	2	0	5	5	7	7	5	tn3 family transposase
1008618	Bacteria	2	2	0	1	1	3	3	1	Unknown
1008620	Bacteria	2	2	0	18	15	20	17	18	serine/threonine-protein phosphatase
1008623	Bacteria	2	2	0	16	15	18	17	16	mfs transporter
1008639	Bacteria	5	5	0	2	2	7	7	2	fha domain-containing protein
1008647	Bacteria	3	3	0	1	1	4	4	1	Unknown
1008652	Bacteria	2	2	0	3	3	5	5	3	protocatechuate dioxygenase
1008656	Bacteria	2	2	0	7	7	9	9	7	toxin component
1008657	Bacteria	2	2	1	30	30	32	32	32	hypothetical protein
1008662	Bacteria	2	1	0	1	1	3	2	1	Unknown
1008663	Bacteria	2	2	0	12	12	14	14	12	mfs transporter
1008667	Bacteria	2	2	1	1	1	3	3	1	hypothetical protein
1008668	Bacteria	3	2	0	4	2	7	3	4	is5 family transposase
1008670	Bacteria	3	3	1	46	36	49	39	48	cytochrome P450
1008671	Bacteria	28	23	0	35	28	63	45	36	Unknown
1008685	Bacteria	3	3	0	10	9	13	12	10	Unknown
1008687	Bacteria	4	4	0	1	1	5	5	1	Unknown
1008690	Bacteria	2	2	0	1	1	3	3	1	Unknown
1008697	Bacteria	5	5	0	1	1	6	6	1	Unknown
1008698	Bacteria	8	7	0	20	17	28	24	21	amino acid adenylation domain-containing protein
1008700	Bacteria	2	2	0	1	1	3	3	1	Unknown
1008701	Bacteria	3	3	0	6	6	9	9	6	serine/threonine protein kinase
1008702	Bacteria	5	3	0	2	2	7	5	2	replication initiation protein
1008705	Bacteria	2	2	0	2	2	4	4	2	Unknown
1008712	Bacteria	2	2	0	4	4	6	6	4	sulfite exporter taue/safe family protein
1008716	Bacteria	8	8	0	5	5	13	13	5	murein l,d-transpeptidase
1008722	Bacteria	9	9	0	3	3	12	12	3	membrane protein
1008724	Bacteria	12	11	0	13	11	25	21	13	terd family protein
1008727	Bacteria	2	2	0	3	3	5	5	4	serine/threonine protein kinase
1008735	Bacteria	2	2	0	4	4	6	6	4	mfs transporter
1008746	Bacteria	3	3	0	7	7	10	10	7	Unknown
1008747	Bacteria	4	4	1	9	9	13	12	9	non-ribosomal peptide synthetase
1008753	Bacteria	2	2	0	20	16	22	17	21	Unknown
1008764	Bacteria	7	7	0	6	6	13	13	7	steroid 3-ketoacyl-coa thiolase
1008770	Bacteria	2	2	0	9	8	11	10	10	mfs transporter
1008773	Bacteria	7	7	0	1	1	8	8	1	Unknown
1008777	Bacteria	12	12	1	15	15	27	24	17	serine/threonine protein kinase
1008782	Bacteria	2	2	0	1	1	3	3	1	Unknown
1008784	Bacteria	3	3	0	5	5	8	8	6	rhs repeat protein
1008785	Bacteria	2	2	1	7	6	9	8	8	hydroxylase
1008790	Bacteria	2	2	0	1	1	3	3	1	Unknown
1008794	Bacteria	2	2	1	2	2	4	4	3	cation acetate symporter
1008803	Bacteria	7	7	0	1	1	8	7	1	Unknown
1008817	Bacteria	3	3	0	9	9	12	11	9	cytochrome p450
1008820	Bacteria	2	2	0	2	2	4	4	2	abc transporter atp-binding protein
1008836	Bacteria	2	2	0	5	5	7	7	5	mfs transporter
1008837	Bacteria	10	9	0	40	28	50	35	44	Unknown
1008839	Bacteria	2	2	0	1	1	3	3	1	Unknown
1008855	Bacteria	2	2	0	4	4	6	6	4	trm112 family protein
1008858	Bacteria	2	2	0	46	36	48	36	46	luxr family transcriptional regulator
1008888	Bacteria	2	2	0	4	4	6	6	4	3-oxoacyl-acp reductase
1008890	Bacteria	3	2	0	13	12	16	14	13	endo-1,4-beta-xylanase
1008895	Bacteria	11	10	0	6	6	17	14	6	chitinase
1008903	Bacteria	2	1	0	3	3	5	4	3	hypothetical protein
1008905	Bacteria	5	5	0	1	1	6	6	1	Unknown
1008914	Bacteria	3	3	1	3	3	6	6	4	sugar-binding protein
1008928	Bacteria	2	2	0	1	1	3	3	1	Unknown
1008943	Bacteria	2	2	0	1	1	3	3	1	Unknown
1008948	Bacteria	58	41	2	49	38	107	63	60	Ser/Thr protein kinase
1008954	Bacteria	2	2	0	1	1	3	3	1	Unknown
1008956	Bacteria	8	7	1	3	3	11	10	5	KR domain-containing protein
1008957	Bacteria	5	5	3	104	51	109	52	112	tetratricopeptide repeat protein
1008961	Bacteria	3	3	0	6	5	9	8	6	ynce family protein
1008962	Bacteria	2	2	0	4	4	6	6	4	mfs transporter
1008963	Bacteria	2	1	0	4	4	6	5	4	kr domain-containing protein
1008968	Bacteria	40	40	0	2	2	42	42	2	atp-binding protein
1008971	Bacteria	2	2	0	2	2	4	4	2	xre family transcriptional regulator
1008977	Bacteria	2	1	0	1	1	3	2	1	Unknown
1008983	Bacteria	2	1	0	6	6	8	7	6	aminoglycoside phosphotransferase family protein
1008995	Bacteria	2	2	1	3	3	5	5	4	ABC transporter ATP-binding protein
1009002	Bacteria	5	5	0	7	7	12	12	7	mfs transporter
1009005	Bacteria	2	2	0	2	2	4	4	2	long-chain fatty acid--coa ligase
1009008	Bacteria	2	2	0	4	4	6	6	4	lytr family transcriptional regulator
1009010	Bacteria	2	2	0	3	3	5	5	3	Unknown
1009014	Bacteria	2	2	0	14	11	16	12	14	mfs transporter
1009017	Bacteria	2	2	0	20	16	22	17	20	cytochrome p450
1009019	Bacteria	8	8	0	2	2	10	10	2	ecf subfamily rna polymerase sigma factor
1009022	Bacteria	2	2	1	2	2	4	4	2	MinD/ParA family protein
1009025	Bacteria	5	5	0	4	4	9	9	4	murein biosynthesis integral membrane protein murj
1009026	Bacteria	5	5	0	29	26	34	28	29	mfs transporter
1009032	Bacteria	43	19	7	38	27	81	39	44	KR domain-containing protein
1009040	Bacteria	12	11	1	16	15	28	24	17	DUF3492 domain-containing protein
1009046	Bacteria	3	3	0	4	4	7	7	4	cellulose-binding protein
1009051	Bacteria	22	10	3	24	20	46	26	24	KR domain-containing protein
1009054	Bacteria	12	12	0	3	2	15	14	4	adenylate cyclase
1009057	Bacteria	3	3	0	1	1	4	4	1	mbl fold metallo-hydrolase
1009068	Bacteria	2	2	0	1	1	3	3	1	Unknown
1009069	Bacteria	2	2	0	6	6	8	6	6	acyltransferase
1009075	Bacteria	10	10	1	20	19	30	27	21	diacylglyceryl transferase
1009088	Bacteria	2	2	0	1	1	3	3	1	Unknown
1009089	Bacteria	14	13	1	0	0	14	13	1	Unknown
1009097	Bacteria	2	2	0	8	8	10	9	8	acyl-coa transferase
1009107	Bacteria	12	11	1	33	28	45	37	34	ATP-binding protein
1009108	Bacteria	2	1	0	1	1	3	2	1	Unknown
1009114	Bacteria	25	10	4	48	34	73	39	56	non-ribosomal peptide synthetase
1009118	Bacteria	2	2	0	18	15	20	17	19	sige family rna polymerase sigma factor
1009123	Bacteria	5	5	1	0	0	5	5	1	Unknown
1009128	Bacteria	39	38	0	10	10	49	46	10	sigma-70
1009130	Bacteria	15	13	0	34	23	49	31	34	cytochrome p450
1009131	Bacteria	5	5	0	2	2	7	7	3	serine/threonine protein kinase
1009139	Bacteria	2	2	1	2	2	4	4	2	MDMPI N domain containing protein
1009140	Bacteria	7	7	0	10	9	17	14	10	aspartate aminotransferase family protein
1009161	Bacteria	2	1	0	3	3	5	4	3	Unknown
1009163	Bacteria	2	2	1	0	0	2	2	1	Unknown
1009173	Bacteria	2	2	0	9	9	11	11	9	Unknown
1009174	Bacteria	2	2	0	1	1	3	3	1	Unknown
1009188	Bacteria	7	5	1	0	0	7	5	1	Unknown
1009192	Bacteria	2	1	0	20	19	22	20	21	Unknown
1009196	Bacteria	3	3	0	6	6	9	9	6	hd-gyp domain-containing
1009197	Bacteria	2	2	0	1	1	3	3	1	Unknown
1009199	Bacteria	10	10	0	1	1	11	11	1	Unknown
1009200	Bacteria	2	1	0	7	7	9	8	7	rna polymerase sigma factor
1009206	Bacteria	4	1	0	3	1	7	1	3	recombinase family protein
1009208	Bacteria	3	1	0	0	0	3	1	1	Unknown
1009212	Bacteria	3	3	1	61	36	64	37	63	peptidase
1009216	Bacteria	2	2	0	12	11	14	13	12	hypothetical protein
1009221	Bacteria	3	3	0	1	1	4	3	1	Unknown
1009226	Bacteria	2	2	0	0	0	2	2	1	Unknown
1009231	Bacteria	7	7	0	3	3	10	10	5	hypothetical protein
1009237	Bacteria	4	4	0	1	1	5	5	1	Unknown
1009238	Bacteria	2	2	0	1	1	3	3	1	Unknown
1009247	Bacteria	2	2	0	65	46	67	48	66	ATP-binding protein
1009249	Bacteria	36	21	0	13	9	49	24	14	is3 family transposase
1009257	Bacteria	63	45	1	8	8	71	48	9	penicillin-binding protein
1009262	Bacteria	16	15	0	0	0	16	15	1	Unknown
1009271	Bacteria	6	6	0	6	6	12	12	6	mfs transporter
1009277	Bacteria	6	6	1	4	4	10	9	5	cysteine synthase
1009281	Bacteria	3	3	0	18	15	21	18	18	non-ribosomal peptide synthetase
1009284	Bacteria	2	1	0	2	2	4	3	2	Unknown
1009294	Bacteria+Phages	3	3	0	4	2	7	5	4	phage DNA methylase
1009299	Bacteria+Phages	2	2	0	1	1	3	3	1	3'-5' exonuclease
1009320	Phages	2	2	0	2	2	4	4	2	chitosanase
1009391	Bacteria+Phages	4	4	1	19	14	23	18	20	hypothetical protein
1009481	Phages	2	2	0	2	2	4	4	2	dna polymerase iii subunit alpha
1009486	Phages	2	2	0	1	1	3	3	1	peptidase m23
1009502	Phages	2	2	0	1	1	3	3	1	hypothetical protein
1009511	Bacteria+Phages	11	11	0	1	1	12	11	1	hypothetical protein
1009513	Phages	3	3	0	2	2	5	5	2	hypothetical protein
1009539	Phages	3	3	0	2	2	5	5	2	pyrophosphatase
1009560	Phages	2	2	0	1	1	3	3	1	hypothetical protein
1009574	Phages	3	3	0	1	1	4	4	1	helix-turn-helix DNA binding domain protein
1009577	Phages	2	2	0	3	3	5	5	3	single-stranded dna-binding protein
