id	name	num_orgs	num_tta_genes	num_fs	num_tta_fs_genes	descr
1005949	NULL	NULL	NULL	4	NULL	NULL
1005951	NULL	NULL	NULL	2	NULL	NULL
1005954	NULL	NULL	NULL	2	NULL	NULL
1005955	NULL	NULL	NULL	3	NULL	NULL
1005956	NULL	NULL	NULL	2	NULL	NULL
1005957	NULL	NULL	NULL	3	NULL	NULL
1005959	NULL	NULL	NULL	2	NULL	NULL
1005960	NULL	NULL	NULL	2	NULL	NULL
1005961	NULL	NULL	NULL	2	NULL	NULL
1005962	NULL	NULL	NULL	2	NULL	NULL
1005965	NULL	NULL	NULL	6	NULL	NULL
1005966	NULL	NULL	NULL	4	NULL	NULL
1005968	NULL	NULL	NULL	3	NULL	NULL
1005969	NULL	NULL	NULL	2	NULL	NULL
1005972	NULL	NULL	NULL	2	NULL	NULL
1005973	NULL	NULL	NULL	5	NULL	NULL
1005977	NULL	NULL	NULL	2	NULL	NULL
1005978	NULL	NULL	NULL	2	NULL	NULL
1005979	NULL	NULL	NULL	2	NULL	NULL
1005980	NULL	NULL	NULL	3	NULL	NULL
1005983	NULL	NULL	NULL	4	NULL	NULL
1005985	NULL	NULL	NULL	2	NULL	NULL
1005986	NULL	NULL	NULL	3	NULL	NULL
1005992	NULL	NULL	NULL	7	NULL	NULL
1005993	NULL	NULL	NULL	2	NULL	NULL
1005994	NULL	NULL	NULL	2	NULL	NULL
1005997	NULL	NULL	NULL	4	NULL	NULL
1005999	NULL	NULL	NULL	2	NULL	NULL
1006003	NULL	NULL	NULL	5	NULL	NULL
1006004	NULL	NULL	NULL	3	NULL	NULL
1006006	NULL	NULL	NULL	2	NULL	NULL
1006007	NULL	NULL	NULL	2	NULL	NULL
1006008	NULL	NULL	NULL	2	NULL	NULL
1006009	NULL	NULL	NULL	2	NULL	NULL
1006010	NULL	NULL	NULL	2	NULL	NULL
1006011	NULL	NULL	NULL	2	NULL	NULL
1006012	NULL	NULL	NULL	3	NULL	NULL
1006014	NULL	NULL	NULL	3	NULL	NULL
1006015	NULL	NULL	NULL	2	NULL	NULL
1006017	NULL	NULL	NULL	3	NULL	NULL
1006018	NULL	NULL	NULL	2	NULL	NULL
1006021	NULL	NULL	NULL	3	NULL	NULL
1006023	NULL	NULL	NULL	8	NULL	NULL
1006026	NULL	NULL	NULL	2	NULL	NULL
1006035	NULL	NULL	NULL	5	NULL	NULL
1006037	NULL	NULL	NULL	3	NULL	NULL
1006039	NULL	NULL	NULL	2	NULL	NULL
1006041	NULL	NULL	NULL	2	NULL	NULL
1006043	NULL	NULL	NULL	2	NULL	NULL
1006044	NULL	NULL	NULL	2	NULL	NULL
1006046	NULL	NULL	NULL	2	NULL	NULL
1006047	NULL	NULL	NULL	2	NULL	NULL
1006048	NULL	NULL	NULL	2	NULL	NULL
1006049	NULL	NULL	NULL	2	NULL	NULL
1006050	NULL	NULL	NULL	4	NULL	NULL
1006053	NULL	NULL	NULL	3	NULL	NULL
1006055	NULL	NULL	NULL	2	NULL	NULL
1006057	NULL	NULL	NULL	2	NULL	NULL
1006058	NULL	NULL	NULL	3	NULL	NULL
1006070	NULL	NULL	NULL	2	NULL	NULL
1006076	NULL	NULL	NULL	2	NULL	NULL
1006077	NULL	NULL	NULL	3	NULL	NULL
1006079	NULL	NULL	NULL	3	NULL	NULL
1006083	NULL	NULL	NULL	3	NULL	NULL
1006084	NULL	NULL	NULL	2	NULL	NULL
1006085	NULL	NULL	NULL	3	NULL	NULL
1006086	NULL	NULL	NULL	3	NULL	NULL
1006088	NULL	NULL	NULL	2	NULL	NULL
1006089	NULL	NULL	NULL	5	NULL	NULL
1006090	NULL	NULL	NULL	2	NULL	NULL
1006091	NULL	NULL	NULL	2	NULL	NULL
1006092	NULL	NULL	NULL	7	NULL	NULL
1006093	NULL	NULL	NULL	2	NULL	NULL
1006094	NULL	NULL	NULL	2	NULL	NULL
1006097	NULL	NULL	NULL	2	NULL	NULL
1006099	NULL	NULL	NULL	4	NULL	NULL
1006100	NULL	NULL	NULL	2	NULL	NULL
1006101	NULL	NULL	NULL	3	NULL	NULL
1006104	NULL	NULL	NULL	2	NULL	NULL
1006107	NULL	NULL	NULL	2	NULL	NULL
1006110	NULL	NULL	NULL	2	NULL	NULL
1006111	NULL	NULL	NULL	2	NULL	NULL
1006112	NULL	NULL	NULL	2	NULL	NULL
1006115	NULL	NULL	NULL	6	NULL	NULL
1006116	NULL	NULL	NULL	4	NULL	NULL
1006117	NULL	NULL	NULL	14	NULL	NULL
1006118	NULL	NULL	NULL	2	NULL	NULL
1006119	NULL	NULL	NULL	4	NULL	NULL
1006122	NULL	NULL	NULL	2	NULL	NULL
1006123	NULL	NULL	NULL	3	NULL	NULL
1006124	NULL	NULL	NULL	4	NULL	NULL
1006127	NULL	NULL	NULL	2	NULL	NULL
1006129	NULL	NULL	NULL	2	NULL	NULL
1006131	NULL	NULL	NULL	2	NULL	NULL
1006132	NULL	NULL	NULL	2	NULL	NULL
1006133	NULL	NULL	NULL	5	NULL	NULL
1006134	NULL	NULL	NULL	6	NULL	NULL
1006136	NULL	NULL	NULL	4	NULL	NULL
1006137	NULL	NULL	NULL	2	NULL	NULL
1006138	NULL	NULL	NULL	2	NULL	NULL
1006139	NULL	NULL	NULL	5	NULL	NULL
1006140	NULL	NULL	NULL	5	NULL	NULL
1006141	NULL	NULL	NULL	2	NULL	NULL
1006142	NULL	NULL	NULL	2	NULL	NULL
1006143	NULL	NULL	NULL	4	NULL	NULL
1006144	NULL	NULL	NULL	10	NULL	NULL
1006145	NULL	NULL	NULL	3	NULL	NULL
1006147	NULL	NULL	NULL	4	NULL	NULL
1006149	NULL	NULL	NULL	6	NULL	NULL
1006150	NULL	NULL	NULL	6	NULL	NULL
1006152	NULL	NULL	NULL	3	NULL	NULL
1006153	NULL	NULL	NULL	7	NULL	NULL
1006154	NULL	NULL	NULL	2	NULL	NULL
1006155	NULL	NULL	NULL	2	NULL	NULL
1006156	NULL	NULL	NULL	7	NULL	NULL
1006157	NULL	NULL	NULL	2	NULL	NULL
1006158	NULL	NULL	NULL	2	NULL	NULL
1006159	NULL	NULL	NULL	2	NULL	NULL
1006160	NULL	NULL	NULL	2	NULL	NULL
1006161	NULL	NULL	NULL	2	NULL	NULL
1006162	NULL	NULL	NULL	2	NULL	NULL
1006164	NULL	NULL	NULL	4	NULL	NULL
1006165	NULL	NULL	NULL	10	NULL	NULL
1006166	NULL	NULL	NULL	8	NULL	NULL
1006167	NULL	NULL	NULL	3	NULL	NULL
1006170	NULL	NULL	NULL	5	NULL	NULL
1006171	NULL	NULL	NULL	3	NULL	NULL
1006172	NULL	NULL	NULL	2	NULL	NULL
1006173	NULL	NULL	NULL	3	NULL	NULL
1006175	NULL	NULL	NULL	2	NULL	NULL
1006177	NULL	NULL	NULL	5	NULL	NULL
1006178	NULL	NULL	NULL	6	NULL	NULL
1006179	NULL	NULL	NULL	17	NULL	NULL
1006180	NULL	NULL	NULL	2	NULL	NULL
1006184	NULL	NULL	NULL	3	NULL	NULL
1006187	NULL	NULL	NULL	2	NULL	NULL
1006189	NULL	NULL	NULL	5	NULL	NULL
1006192	NULL	NULL	NULL	2	NULL	NULL
1006193	NULL	NULL	NULL	6	NULL	NULL
1006194	NULL	NULL	NULL	3	NULL	NULL
1006195	NULL	NULL	NULL	2	NULL	NULL
1006196	NULL	NULL	NULL	8	NULL	NULL
1006197	NULL	NULL	NULL	2	NULL	NULL
1006198	NULL	NULL	NULL	2	NULL	NULL
1006199	NULL	NULL	NULL	6	NULL	NULL
1006200	NULL	NULL	NULL	2	NULL	NULL
1006201	NULL	NULL	NULL	4	NULL	NULL
1006202	NULL	NULL	NULL	2	NULL	NULL
1006203	NULL	NULL	NULL	5	NULL	NULL
1006204	NULL	NULL	NULL	2	NULL	NULL
1006206	NULL	NULL	NULL	2	NULL	NULL
1006210	NULL	NULL	NULL	2	NULL	NULL
1006211	NULL	NULL	NULL	2	NULL	NULL
1006213	NULL	NULL	NULL	10	NULL	NULL
1006214	NULL	NULL	NULL	2	NULL	NULL
1006215	NULL	NULL	NULL	2	NULL	NULL
1006216	NULL	NULL	NULL	2	NULL	NULL
1006217	NULL	NULL	NULL	6	NULL	NULL
1006218	NULL	NULL	NULL	4	NULL	NULL
1006220	NULL	NULL	NULL	5	NULL	NULL
1006221	NULL	NULL	NULL	2	NULL	NULL
1006222	NULL	NULL	NULL	2	NULL	NULL
1006223	NULL	NULL	NULL	19	NULL	NULL
1006225	NULL	NULL	NULL	2	NULL	NULL
1006226	NULL	NULL	NULL	2	NULL	NULL
1006227	NULL	NULL	NULL	5	NULL	NULL
1006228	NULL	NULL	NULL	4	NULL	NULL
1006229	NULL	NULL	NULL	5	NULL	NULL
1006230	NULL	NULL	NULL	3	NULL	NULL
1006231	NULL	NULL	NULL	2	NULL	NULL
1006232	NULL	NULL	NULL	2	NULL	NULL
1006235	NULL	NULL	NULL	3	NULL	NULL
1006237	NULL	NULL	NULL	4	NULL	NULL
1006240	NULL	NULL	NULL	5	NULL	NULL
1006241	NULL	NULL	NULL	2	NULL	NULL
1006242	NULL	NULL	NULL	2	NULL	NULL
1006243	NULL	NULL	NULL	6	NULL	NULL
1006244	NULL	NULL	NULL	4	NULL	NULL
1006245	NULL	NULL	NULL	3	NULL	NULL
1006250	NULL	NULL	NULL	2	NULL	NULL
1006251	NULL	NULL	NULL	3	NULL	NULL
1006253	NULL	NULL	NULL	2	NULL	NULL
1006254	NULL	NULL	NULL	2	NULL	NULL
1006258	NULL	NULL	NULL	3	NULL	NULL
1006260	NULL	NULL	NULL	2	NULL	NULL
1006261	NULL	NULL	NULL	2	NULL	NULL
1006262	NULL	NULL	NULL	3	NULL	NULL
1006263	NULL	NULL	NULL	3	NULL	NULL
1006264	NULL	NULL	NULL	4	NULL	NULL
1006266	NULL	NULL	NULL	2	NULL	NULL
1006267	NULL	NULL	NULL	15	NULL	NULL
1006268	NULL	NULL	NULL	4	NULL	NULL
1006269	NULL	NULL	NULL	6	NULL	NULL
1006270	NULL	NULL	NULL	10	NULL	NULL
1006271	NULL	NULL	NULL	7	NULL	NULL
1006272	NULL	NULL	NULL	2	NULL	NULL
1006273	NULL	NULL	NULL	3	NULL	NULL
1006274	NULL	NULL	NULL	3	NULL	NULL
1006275	NULL	NULL	NULL	2	NULL	NULL
1006276	NULL	NULL	NULL	2	NULL	NULL
1006277	NULL	NULL	NULL	2	NULL	NULL
1006278	NULL	NULL	NULL	2	NULL	NULL
1006279	NULL	NULL	NULL	4	NULL	NULL
1006280	NULL	NULL	NULL	4	NULL	NULL
1006282	NULL	NULL	NULL	2	NULL	NULL
1006283	NULL	NULL	NULL	4	NULL	NULL
1006284	NULL	NULL	NULL	3	NULL	NULL
1006285	NULL	NULL	NULL	6	NULL	NULL
1006288	NULL	NULL	NULL	4	NULL	NULL
1006289	NULL	NULL	NULL	2	NULL	NULL
1006290	NULL	NULL	NULL	6	NULL	NULL
1006291	NULL	NULL	NULL	2	NULL	NULL
1006294	NULL	NULL	NULL	5	NULL	NULL
1006297	NULL	NULL	NULL	4	NULL	NULL
1006298	NULL	NULL	NULL	6	NULL	NULL
1006299	NULL	NULL	NULL	8	NULL	NULL
1006300	NULL	NULL	NULL	3	NULL	NULL
1006301	NULL	NULL	NULL	2	NULL	NULL
1006302	NULL	NULL	NULL	3	NULL	NULL
1006303	NULL	NULL	NULL	2	NULL	NULL
1006304	NULL	NULL	NULL	2	NULL	NULL
1006305	NULL	NULL	NULL	11	NULL	NULL
1006307	NULL	NULL	NULL	2	NULL	NULL
1006308	NULL	NULL	NULL	4	NULL	NULL
1006309	NULL	NULL	NULL	6	NULL	NULL
1006310	NULL	NULL	NULL	3	NULL	NULL
1006311	NULL	NULL	NULL	2	NULL	NULL
1006312	NULL	NULL	NULL	2	NULL	NULL
1006313	NULL	NULL	NULL	5	NULL	NULL
1006315	NULL	NULL	NULL	3	NULL	NULL
1006320	NULL	NULL	NULL	4	NULL	NULL
1006322	NULL	NULL	NULL	5	NULL	NULL
1006323	NULL	NULL	NULL	3	NULL	NULL
1006325	NULL	NULL	NULL	4	NULL	NULL
1006326	NULL	NULL	NULL	4	NULL	NULL
1006327	NULL	NULL	NULL	2	NULL	NULL
1006330	NULL	NULL	NULL	3	NULL	NULL
1006331	NULL	NULL	NULL	3	NULL	NULL
1006332	NULL	NULL	NULL	3	NULL	NULL
1006333	NULL	NULL	NULL	2	NULL	NULL
1006334	NULL	NULL	NULL	2	NULL	NULL
1006335	NULL	NULL	NULL	4	NULL	NULL
1006336	NULL	NULL	NULL	2	NULL	NULL
1006338	NULL	NULL	NULL	5	NULL	NULL
1006340	NULL	NULL	NULL	3	NULL	NULL
1006343	NULL	NULL	NULL	2	NULL	NULL
1006344	NULL	NULL	NULL	3	NULL	NULL
1006345	NULL	NULL	NULL	4	NULL	NULL
1006347	NULL	NULL	NULL	4	NULL	NULL
1006349	NULL	NULL	NULL	2	NULL	NULL
1006351	NULL	NULL	NULL	2	NULL	NULL
1006352	NULL	NULL	NULL	2	NULL	NULL
1006353	NULL	NULL	NULL	7	NULL	NULL
1006355	NULL	NULL	NULL	2	NULL	NULL
1006356	NULL	NULL	NULL	4	NULL	NULL
1006357	NULL	NULL	NULL	3	NULL	NULL
1006358	NULL	NULL	NULL	2	NULL	NULL
1006359	NULL	NULL	NULL	2	NULL	NULL
1006360	NULL	NULL	NULL	2	NULL	NULL
1006361	NULL	NULL	NULL	2	NULL	NULL
1006362	NULL	NULL	NULL	2	NULL	NULL
1006363	NULL	NULL	NULL	3	NULL	NULL
1006364	NULL	NULL	NULL	3	NULL	NULL
1006365	NULL	NULL	NULL	3	NULL	NULL
1006366	NULL	NULL	NULL	2	NULL	NULL
1006367	NULL	NULL	NULL	3	NULL	NULL
1006370	NULL	NULL	NULL	2	NULL	NULL
1006371	NULL	NULL	NULL	3	NULL	NULL
1006372	NULL	NULL	NULL	5	NULL	NULL
1006373	NULL	NULL	NULL	2	NULL	NULL
1006375	NULL	NULL	NULL	6	NULL	NULL
1006378	NULL	NULL	NULL	2	NULL	NULL
1006379	NULL	NULL	NULL	2	NULL	NULL
1006380	NULL	NULL	NULL	2	NULL	NULL
1006381	NULL	NULL	NULL	4	NULL	NULL
1006383	NULL	NULL	NULL	2	NULL	NULL
1006384	NULL	NULL	NULL	3	NULL	NULL
1006386	NULL	NULL	NULL	9	NULL	NULL
1006387	NULL	NULL	NULL	8	NULL	NULL
1006388	NULL	NULL	NULL	2	NULL	NULL
1006389	NULL	NULL	NULL	4	NULL	NULL
1006391	NULL	NULL	NULL	2	NULL	NULL
1006393	NULL	NULL	NULL	4	NULL	NULL
1006394	NULL	NULL	NULL	4	NULL	NULL
1006395	NULL	NULL	NULL	3	NULL	NULL
1006396	NULL	NULL	NULL	7	NULL	NULL
1006397	NULL	NULL	NULL	14	NULL	NULL
1006400	NULL	NULL	NULL	2	NULL	NULL
1006401	NULL	NULL	NULL	4	NULL	NULL
1006403	NULL	NULL	NULL	2	NULL	NULL
1006404	NULL	NULL	NULL	4	NULL	NULL
1006405	NULL	NULL	NULL	2	NULL	NULL
1006406	NULL	NULL	NULL	8	NULL	NULL
1006407	NULL	NULL	NULL	5	NULL	NULL
1006410	NULL	NULL	NULL	2	NULL	NULL
1006411	NULL	NULL	NULL	11	NULL	NULL
1006413	NULL	NULL	NULL	2	NULL	NULL
1006416	NULL	NULL	NULL	3	NULL	NULL
1006417	NULL	NULL	NULL	3	NULL	NULL
1006423	NULL	NULL	NULL	8	NULL	NULL
1006424	NULL	NULL	NULL	3	NULL	NULL
1006425	NULL	NULL	NULL	4	NULL	NULL
1006426	NULL	NULL	NULL	6	NULL	NULL
1006427	NULL	NULL	NULL	2	NULL	NULL
1006428	NULL	NULL	NULL	6	NULL	NULL
1006429	NULL	NULL	NULL	8	NULL	NULL
1006430	NULL	NULL	NULL	3	NULL	NULL
1006431	NULL	NULL	NULL	2	NULL	NULL
1006432	NULL	NULL	NULL	3	NULL	NULL
1006434	NULL	NULL	NULL	3	NULL	NULL
1006436	NULL	NULL	NULL	2	NULL	NULL
1006437	NULL	NULL	NULL	10	NULL	NULL
1006438	NULL	NULL	NULL	2	NULL	NULL
1006439	NULL	NULL	NULL	6	NULL	NULL
1006440	NULL	NULL	NULL	2	NULL	NULL
1006441	NULL	NULL	NULL	2	NULL	NULL
1006442	NULL	NULL	NULL	7	NULL	NULL
1006443	NULL	NULL	NULL	2	NULL	NULL
1006444	NULL	NULL	NULL	15	NULL	NULL
1006449	NULL	NULL	NULL	2	NULL	NULL
1006450	NULL	NULL	NULL	2	NULL	NULL
1006453	NULL	NULL	NULL	6	NULL	NULL
1006454	NULL	NULL	NULL	6	NULL	NULL
1006455	NULL	NULL	NULL	8	NULL	NULL
1006456	NULL	NULL	NULL	3	NULL	NULL
1006457	NULL	NULL	NULL	11	NULL	NULL
1006458	NULL	NULL	NULL	2	NULL	NULL
1006460	NULL	NULL	NULL	6	NULL	NULL
1006461	NULL	NULL	NULL	5	NULL	NULL
1006463	NULL	NULL	NULL	7	NULL	NULL
1006464	NULL	NULL	NULL	2	NULL	NULL
1006466	NULL	NULL	NULL	12	NULL	NULL
1006467	NULL	NULL	NULL	7	NULL	NULL
1006468	NULL	NULL	NULL	6	NULL	NULL
1006469	NULL	NULL	NULL	4	NULL	NULL
1006470	NULL	NULL	NULL	7	NULL	NULL
1006471	NULL	NULL	NULL	5	NULL	NULL
1006472	NULL	NULL	NULL	11	NULL	NULL
1006474	NULL	NULL	NULL	2	NULL	NULL
1006475	NULL	NULL	NULL	3	NULL	NULL
1006476	NULL	NULL	NULL	2	NULL	NULL
1006477	NULL	NULL	NULL	2	NULL	NULL
1006478	NULL	NULL	NULL	2	NULL	NULL
1006479	NULL	NULL	NULL	2	NULL	NULL
1006480	NULL	NULL	NULL	2	NULL	NULL
1006481	NULL	NULL	NULL	5	NULL	NULL
1006482	NULL	NULL	NULL	3	NULL	NULL
1006483	NULL	NULL	NULL	2	NULL	NULL
1006484	NULL	NULL	NULL	4	NULL	NULL
1006486	NULL	NULL	NULL	2	NULL	NULL
1006487	NULL	NULL	NULL	4	NULL	NULL
1006488	NULL	NULL	NULL	3	NULL	NULL
1006489	NULL	NULL	NULL	2	NULL	NULL
1006490	NULL	NULL	NULL	2	NULL	NULL
1006491	NULL	NULL	NULL	3	NULL	NULL
1006492	NULL	NULL	NULL	2	NULL	NULL
1006494	NULL	NULL	NULL	4	NULL	NULL
1006495	NULL	NULL	NULL	2	NULL	NULL
1006496	NULL	NULL	NULL	4	NULL	NULL
1006497	NULL	NULL	NULL	8	NULL	NULL
1006498	NULL	NULL	NULL	4	NULL	NULL
1006499	NULL	NULL	NULL	4	NULL	NULL
1006500	NULL	NULL	NULL	5	NULL	NULL
1006501	NULL	NULL	NULL	2	NULL	NULL
1006502	NULL	NULL	NULL	2	NULL	NULL
1006504	NULL	NULL	NULL	6	NULL	NULL
1006505	NULL	NULL	NULL	2	NULL	NULL
1006506	NULL	NULL	NULL	8	NULL	NULL
1006507	NULL	NULL	NULL	6	NULL	NULL
1006508	NULL	NULL	NULL	2	NULL	NULL
1006509	NULL	NULL	NULL	3	NULL	NULL
1006510	NULL	NULL	NULL	2	NULL	NULL
1006512	NULL	NULL	NULL	3	NULL	NULL
1006515	NULL	NULL	NULL	3	NULL	NULL
1006516	NULL	NULL	NULL	2	NULL	NULL
1006521	NULL	NULL	NULL	8	NULL	NULL
1006523	NULL	NULL	NULL	2	NULL	NULL
1006525	NULL	NULL	NULL	5	NULL	NULL
1006527	NULL	NULL	NULL	3	NULL	NULL
1006528	NULL	NULL	NULL	2	NULL	NULL
1006529	NULL	NULL	NULL	2	NULL	NULL
1006530	NULL	NULL	NULL	4	NULL	NULL
1006531	NULL	NULL	NULL	5	NULL	NULL
1006532	NULL	NULL	NULL	4	NULL	NULL
1006533	NULL	NULL	NULL	2	NULL	NULL
1006534	NULL	NULL	NULL	4	NULL	NULL
1006535	NULL	NULL	NULL	2	NULL	NULL
1006536	NULL	NULL	NULL	4	NULL	NULL
1006537	NULL	NULL	NULL	14	NULL	NULL
1006538	NULL	NULL	NULL	3	NULL	NULL
1006539	NULL	NULL	NULL	4	NULL	NULL
1006540	NULL	NULL	NULL	2	NULL	NULL
1006541	NULL	NULL	NULL	3	NULL	NULL
1006542	NULL	NULL	NULL	2	NULL	NULL
1006543	NULL	NULL	NULL	2	NULL	NULL
1006544	NULL	NULL	NULL	2	NULL	NULL
1006545	NULL	NULL	NULL	3	NULL	NULL
1006546	NULL	NULL	NULL	2	NULL	NULL
1006547	NULL	NULL	NULL	3	NULL	NULL
1006548	NULL	NULL	NULL	3	NULL	NULL
1006549	NULL	NULL	NULL	4	NULL	NULL
1006550	NULL	NULL	NULL	4	NULL	NULL
1006551	NULL	NULL	NULL	2	NULL	NULL
1006552	NULL	NULL	NULL	2	NULL	NULL
1006553	NULL	NULL	NULL	5	NULL	NULL
1006555	NULL	NULL	NULL	2	NULL	NULL
1006557	NULL	NULL	NULL	2	NULL	NULL
1006558	NULL	NULL	NULL	4	NULL	NULL
1006559	NULL	NULL	NULL	6	NULL	NULL
1006561	NULL	NULL	NULL	4	NULL	NULL
1006562	NULL	NULL	NULL	2	NULL	NULL
1006566	NULL	NULL	NULL	4	NULL	NULL
1006567	NULL	NULL	NULL	2	NULL	NULL
1006569	NULL	NULL	NULL	7	NULL	NULL
1006570	NULL	NULL	NULL	2	NULL	NULL
1006571	NULL	NULL	NULL	5	NULL	NULL
1006573	NULL	NULL	NULL	2	NULL	NULL
1006574	NULL	NULL	NULL	2	NULL	NULL
1006575	NULL	NULL	NULL	2	NULL	NULL
1006576	NULL	NULL	NULL	2	NULL	NULL
1006579	NULL	NULL	NULL	6	NULL	NULL
1006582	NULL	NULL	NULL	2	NULL	NULL
1006583	NULL	NULL	NULL	2	NULL	NULL
1006585	NULL	NULL	NULL	2	NULL	NULL
1006586	NULL	NULL	NULL	2	NULL	NULL
1006589	NULL	NULL	NULL	3	NULL	NULL
1006591	NULL	NULL	NULL	2	NULL	NULL
1006592	NULL	NULL	NULL	2	NULL	NULL
1006593	NULL	NULL	NULL	2	NULL	NULL
1006594	NULL	NULL	NULL	2	NULL	NULL
1006596	NULL	NULL	NULL	2	NULL	NULL
1006597	NULL	NULL	NULL	2	NULL	NULL
1006599	NULL	NULL	NULL	2	NULL	NULL
1006600	NULL	NULL	NULL	2	NULL	NULL
1006602	NULL	NULL	NULL	2	NULL	NULL
1006603	NULL	NULL	NULL	2	NULL	NULL
1006604	NULL	NULL	NULL	3	NULL	NULL
1006605	NULL	NULL	NULL	2	NULL	NULL
1006606	NULL	NULL	NULL	4	NULL	NULL
1006607	NULL	NULL	NULL	4	NULL	NULL
1006610	NULL	NULL	NULL	2	NULL	NULL
1006611	NULL	NULL	NULL	2	NULL	NULL
1006613	NULL	NULL	NULL	2	NULL	NULL
1006616	NULL	NULL	NULL	2	NULL	NULL
1006617	NULL	NULL	NULL	2	NULL	NULL
1006618	NULL	NULL	NULL	2	NULL	NULL
1006619	NULL	NULL	NULL	2	NULL	NULL
1006621	NULL	NULL	NULL	3	NULL	NULL
1006625	NULL	NULL	NULL	4	NULL	NULL
1006626	NULL	NULL	NULL	2	NULL	NULL
1006627	NULL	NULL	NULL	2	NULL	NULL
1006629	NULL	NULL	NULL	4	NULL	NULL
1006630	NULL	NULL	NULL	2	NULL	NULL
1006631	NULL	NULL	NULL	2	NULL	NULL
1006633	NULL	NULL	NULL	3	NULL	NULL
1006635	NULL	NULL	NULL	3	NULL	NULL
1006636	NULL	NULL	NULL	3	NULL	NULL
1006637	NULL	NULL	NULL	6	NULL	NULL
1006638	NULL	NULL	NULL	15	NULL	NULL
1006640	NULL	NULL	NULL	7	NULL	NULL
1006641	NULL	NULL	NULL	11	NULL	NULL
1006643	NULL	NULL	NULL	6	NULL	NULL
1006644	NULL	NULL	NULL	3	NULL	NULL
1006645	NULL	NULL	NULL	8	NULL	NULL
1006648	NULL	NULL	NULL	5	NULL	NULL
1006654	NULL	NULL	NULL	5	NULL	NULL
1006655	NULL	NULL	NULL	5	NULL	NULL
1006656	NULL	NULL	NULL	2	NULL	NULL
1006658	NULL	NULL	NULL	2	NULL	NULL
1006659	NULL	NULL	NULL	3	NULL	NULL
1006660	NULL	NULL	NULL	5	NULL	NULL
1006661	NULL	NULL	NULL	2	NULL	NULL
1006666	NULL	NULL	NULL	3	NULL	NULL
1006667	NULL	NULL	NULL	7	NULL	NULL
1006669	NULL	NULL	NULL	2	NULL	NULL
1006670	NULL	NULL	NULL	4	NULL	NULL
1006673	NULL	NULL	NULL	2	NULL	NULL
1006674	NULL	NULL	NULL	3	NULL	NULL
1006675	NULL	NULL	NULL	6	NULL	NULL
1006676	NULL	NULL	NULL	2	NULL	NULL
1006677	NULL	NULL	NULL	2	NULL	NULL
1006679	NULL	NULL	NULL	2	NULL	NULL
1006684	NULL	NULL	NULL	2	NULL	NULL
1006685	NULL	NULL	NULL	3	NULL	NULL
1006691	NULL	NULL	NULL	3	NULL	NULL
1006692	NULL	NULL	NULL	2	NULL	NULL
1006699	NULL	NULL	NULL	2	NULL	NULL
1006704	NULL	NULL	NULL	2	NULL	NULL
1006705	NULL	NULL	NULL	2	NULL	NULL
1006706	NULL	NULL	NULL	2	NULL	NULL
1006709	NULL	NULL	NULL	2	NULL	NULL
1006710	NULL	NULL	NULL	2	NULL	NULL
1006711	NULL	NULL	NULL	2	NULL	NULL
1006713	NULL	NULL	NULL	2	NULL	NULL
1006714	NULL	NULL	NULL	3	NULL	NULL
1006715	NULL	NULL	NULL	2	NULL	NULL
1006716	NULL	NULL	NULL	2	NULL	NULL
1006718	NULL	NULL	NULL	2	NULL	NULL
1006719	NULL	NULL	NULL	2	NULL	NULL
1006720	NULL	NULL	NULL	2	NULL	NULL
1006721	NULL	NULL	NULL	2	NULL	NULL
1006723	NULL	NULL	NULL	3	NULL	NULL
1006724	NULL	NULL	NULL	2	NULL	NULL
1006725	NULL	NULL	NULL	5	NULL	NULL
1006726	NULL	NULL	NULL	6	NULL	NULL
1006728	NULL	NULL	NULL	7	NULL	NULL
1006730	NULL	NULL	NULL	2	NULL	NULL
1006731	NULL	NULL	NULL	2	NULL	NULL
1006732	NULL	NULL	NULL	3	NULL	NULL
1006733	NULL	NULL	NULL	2	NULL	NULL
1006734	NULL	NULL	NULL	4	NULL	NULL
1006735	NULL	NULL	NULL	5	NULL	NULL
1006737	NULL	NULL	NULL	3	NULL	NULL
1006741	NULL	NULL	NULL	3	NULL	NULL
1006745	NULL	NULL	NULL	4	NULL	NULL
1006748	NULL	NULL	NULL	2	NULL	NULL
1006749	NULL	NULL	NULL	2	NULL	NULL
1006750	NULL	NULL	NULL	6	NULL	NULL
1006751	NULL	NULL	NULL	3	NULL	NULL
1006752	NULL	NULL	NULL	2	NULL	NULL
1006753	NULL	NULL	NULL	2	NULL	NULL
1006755	NULL	NULL	NULL	4	NULL	NULL
1006756	NULL	NULL	NULL	7	NULL	NULL
1006757	NULL	NULL	NULL	9	NULL	NULL
1006758	NULL	NULL	NULL	2	NULL	NULL
1006760	NULL	NULL	NULL	2	NULL	NULL
1006761	NULL	NULL	NULL	2	NULL	NULL
1006763	NULL	NULL	NULL	5	NULL	NULL
1006764	NULL	NULL	NULL	7	NULL	NULL
1006765	NULL	NULL	NULL	4	NULL	NULL
1006766	NULL	NULL	NULL	4	NULL	NULL
1006767	NULL	NULL	NULL	11	NULL	NULL
1006768	NULL	NULL	NULL	4	NULL	NULL
1006769	NULL	NULL	NULL	4	NULL	NULL
1006770	NULL	NULL	NULL	5	NULL	NULL
1006771	NULL	NULL	NULL	4	NULL	NULL
1006772	NULL	NULL	NULL	2	NULL	NULL
